trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,296.1210143999999,296.41703888000006,296.44463300000007,296.46719048,296.4678798,296.50407098000005,296.50450479999995,297.27489438,a,1,0.7563641000001553,756.3641000001553,296.50450479999995,297.27489438,297.2779565999999,298.75890477999997,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,298.76443829999994,299.05876407999995,299.47211600000014,299.49813238,299.49859089999995,299.53493718000004,299.5362617999999,300.73459677999995,a,0,1.188671599999907,1188.671599999907,299.5362617999999,300.73459677999995,300.74288350000006,301.74206847999994,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,301.74488480000014,302.0421991800001,302.06336540000007,302.19380997999997,302.1968753000001,302.23505418000013,302.2383463000001,302.88572238000006,a,1,0.6386185000001205,638.6185000001205,302.2383463000001,302.88572238000006,302.89742550000005,304.62551828000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,304.6302501,304.92558858000007,304.94738170000005,304.96976768000013,304.96994659999996,305.01010308000014,305.01128429999994,306.3400810800001,a,1,1.3137768999999935,1313.7768999999935,305.01128429999994,306.3400810800001,306.3464302,308.05901158000006,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,308.0647394,308.35899578,308.61321850000013,308.63907287999996,308.6396022000001,308.67683158,308.6782313000001,309.32586577999996,a,1,0.6387114999999994,638.7114999999994,308.6782313000001,309.32586577999996,309.3334133000001,310.7173519800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,310.72159110000007,311.0173514800001,311.2667036,311.4379257800001,311.4414882000001,311.48269858000003,311.48759640000003,312.0188676800001,a,1,0.5172479000000294,517.2479000000294,311.48759640000003,312.0188676800001,312.0303795,313.18408567999995,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,313.18958380000004,313.48418317999995,313.6973316000001,313.72351998,313.72440030000007,313.76033828000004,313.76146540000013,314.57337198000005,s,1,0.8033756999998332,803.3756999998332,313.76146540000013,314.57337198000005,314.58087810000006,316.05918638,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,316.06330460000004,316.35911188,316.55897040000013,316.71633738000014,316.7210577999999,316.76111918000015,316.76611,317.2045272800001,d,1,0.4307739999999285,430.7739999999285,316.76611,317.2045272800001,317.2162134,319.15092718000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,319.1540818000001,319.45089998000003,319.67154440000013,319.8347323800001,319.8395723000001,319.88025328000003,319.8848209,320.36536228,s,1,0.47217619999992166,472.17619999992166,319.8848209,320.36536228,320.3771828000001,321.97597238000003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,17,1,321.9801844000001,322.2758856800001,322.28971360000014,322.42771117999996,322.4326106000001,322.47341998,322.4787013,323.5582093800001,a,1,1.0700480999998945,1070.0480999998945,322.4787013,323.5582093800001,323.5652480000001,325.41770918,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,325.4219150000001,325.7177168800001,325.9598702999999,326.1178081800001,326.1227994000001,326.1628158799999,326.16720980000014,327.0136697800001,s,1,0.829667900000004,829.667900000004,326.16720980000014,327.0136697800001,327.02532480000013,328.39268558000003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,328.3974997,328.69274978,328.88656170000013,329.05023017999997,329.0549925,329.09421778,329.0993361000001,329.6197999799999,a,1,0.5137073000000782,513.7073000000782,329.0993361000001,329.6197999799999,329.6313292,330.69282318,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,330.6969808000001,330.99283418000005,331.220859,331.37200048,331.37492250000014,331.41222628000014,331.41563999999994,331.8727343800001,d,1,0.4451861000000008,445.1861000000008,331.41563999999994,331.8727343800001,331.8814837,333.0178008800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,333.02074459999994,333.31780128000014,333.5431705000001,333.69584188,333.6989109000001,333.73560767999993,333.738284,334.3712126800001,a,1,0.6186350999998922,618.6350999998922,333.738284,334.3712126800001,334.3770032,335.94289617999993,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,335.9469346000001,336.24283818000004,336.43793170000004,336.59869658,336.6034535000001,336.64471568,336.64880459999995,337.0568673800001,a,1,0.39611330000002454,396.11330000002454,336.64880459999995,337.0568673800001,337.0684375000001,338.93465317999994,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,338.93875530000014,339.23456148000014,339.25824940000007,339.39454888,339.3975958000001,339.4358382800001,339.4389831000001,339.84302398,d,1,0.3898477999998704,389.8477999998704,339.4389831000001,339.84302398,339.85368770000014,341.60973038,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,341.6154974000001,341.90963338000006,342.1276951,342.29144088,342.2958804,342.33538348,342.3405464,342.85190098,s,1,0.4964164000000437,496.4164000000437,342.3405464,342.85190098,342.8634399,344.28475658,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,344.2875722000001,344.58473308,344.77772419999997,344.93821228,344.9427052000001,344.98348358,344.98837419999995,345.46741367999994,d,1,0.47245840000005046,472.45840000005046,344.98837419999995,345.46741367999994,345.4748317000001,346.4847170800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,346.48777799999993,346.78468797999994,346.8038546,346.93625498000006,346.9393354000001,346.9775614800001,346.97987979999994,347.7881657800001,a,1,0.8009041000000252,800.9041000000252,346.97987979999994,347.7881657800001,347.79678910000007,349.71818618,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,349.72139590000006,350.0181958800001,350.256124,350.41271698000014,350.4177062000001,350.4577787800001,350.46294680000005,350.97407898000006,s,1,0.4940025999999307,494.0025999999307,350.46294680000005,350.97407898000006,350.98441660000003,352.90983248,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,352.91394719999994,353.2098785800001,353.22991120000006,353.36148718000004,353.3647658,353.4034371800001,353.40728680000007,354.1833844800001,a,1,0.7655272000001787,765.5272000001787,353.40728680000007,354.1833844800001,354.1915649,355.4599057800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,355.4629027000001,355.75987998000005,355.96582119999994,356.12604358,356.1308088999999,356.1724397800001,356.1774660000001,356.63713568000003,d,1,0.44365509999988717,443.65509999988717,356.1774660000001,356.63713568000003,356.64855439999997,357.68499058,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,357.6883471000001,357.9849552800001,358.20399139999995,358.36848588,358.3728265,358.41239758000006,358.41756269999996,359.4378446800001,s,1,1.0111985000000914,1011.1985000000914,358.41756269999996,359.4378446800001,359.44503929999996,361.03497858000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,361.03817129999993,361.33503167999993,361.5742279000001,361.7284884800001,361.7315315999999,361.7692371800001,361.7725932000001,362.60654238000006,a,1,0.824181899999985,824.181899999985,361.7725932000001,362.60654238000006,362.61083959999996,364.35175938,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,364.35718880000013,364.65186378,364.8548946000001,365.02291607999996,365.0268192000001,365.06666728000005,365.0716486000001,365.58157738,d,1,0.49337340000010954,493.37340000010954,365.0716486000001,365.58157738,365.5930126999999,366.92680427999994,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,366.92975980000006,367.22671747999993,367.45865019999997,367.6189517800001,367.6222126,367.6626280800001,367.66761829999996,368.0122667800001,d,1,0.3369133999999576,336.9133999999576,367.66761829999996,368.0122667800001,368.0152683000001,369.76850648000004,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,369.7716341,370.06853488,370.28799090000007,370.45181558000013,370.4564663000001,370.4961054800001,370.50128859999995,371.32803318000015,a,1,0.8157145000000128,815.7145000000128,370.50128859999995,371.32803318000015,371.3395938000001,372.7186119800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,372.7216115000001,373.01860738000005,373.2535855000001,373.41713768,373.421196,373.4625802800001,373.46773630000007,373.94809018,s,1,0.47313660000008895,473.13660000008895,373.46773630000007,373.94809018,373.9583586000001,375.14360037999995,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,375.14771659999997,375.4436977800001,375.64451299999996,375.8055463800001,375.8088789000001,375.8460431799999,375.85021430000006,376.29993528,s,1,0.44248179999999593,442.4817999999959,375.85021430000006,376.29993528,376.30621410000003,378.29366847999995,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,378.2976794000001,378.59372618,378.7852921000001,378.94439778000014,378.9493907000001,378.98925368000005,378.994557,379.3548980800001,s,1,0.3460374999999658,346.0374999999658,378.994557,379.3548980800001,379.358827,380.47709297999995,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.56505790000006,383.05327508000005,space,2.471732100000054,2471.732100000054,380.56505790000006,383.05327508000005,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,383.0585023000001,383.35209708,383.37252609999996,383.5037302800001,383.5067875,383.5449157800001,383.54504880000013,384.35248978000004,a,1,0.7955575999999382,795.5575999999382,383.54504880000013,384.35248978000004,384.35849329999996,385.6688096800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,385.67045600000006,385.96891268000013,386.4154042,386.4325618800001,386.4327966999999,386.47005437999997,386.47035170000004,388.06433418000006,None,0,,,386.47035170000004,388.06433418000006,388.0675848000001,389.89389357999994,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,389.89827000000014,390.19396987999994,390.3879376,390.54758758,390.5514803000001,390.59267678000015,390.5976326,391.12853498000004,a,1,0.5192556000001787,519.2556000001787,390.5976326,391.12853498000004,391.1400215000001,392.60236097999996,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,392.6055401000001,392.90223128,392.92253400000004,392.93777937999994,392.93866879999996,392.97364917999994,392.97335380000004,393.63487267999994,a,1,0.6474788000000444,647.4788000000444,392.97335380000004,393.63487267999994,393.64327419999995,395.0690405800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,395.0729936,395.36900188000004,395.5766751000001,395.74126748000003,395.7462279000001,395.78679588,395.7918833000001,396.16887468000004,s,1,0.3650322999999389,365.0322999999389,395.7918833000001,396.16887468000004,396.17888590000007,397.21082808000006,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,397.2162982,397.51083638,397.71757950000006,397.73384037999995,397.7342807,397.77027197999996,397.7718999000001,398.44525208000005,s,1,0.6569954000001417,656.9954000001417,397.7718999000001,398.44525208000005,398.45423299999993,400.26090248000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,400.2666753000001,400.5608431800001,400.5841365000001,400.59912727999995,400.60015509999994,400.63695428000005,400.6371025000001,401.64445868000007,a,1,0.9998219000001427,999.8219000001427,400.6371025000001,401.64445868000007,401.65628370000013,402.93586488000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,402.93985450000014,403.23582158,403.46394929999997,403.4812927800001,403.4843329,403.52167848,403.5270181000001,404.2618187800001,s,1,0.7258332000001246,725.8332000001246,403.5270181000001,404.2618187800001,404.27349920000006,405.34421468000005,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,405.34731880000004,405.64429528000005,405.6665358,405.80409557999997,405.8063821999999,405.84534868000014,405.8483421000001,406.78599927999994,a,1,0.924510699999928,924.510699999928,405.8483421000001,406.78599927999994,406.79408420000004,408.3527145800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,408.3582987,408.65270478,408.6773966999999,408.6923268800001,408.69306370000004,408.72877657999993,408.72884870000007,409.9647055800001,s,0,1.2279661999998552,1227.9661999998552,408.72884870000007,409.9647055800001,409.9715503,411.21940598000015,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,411.22539600000005,411.5193655800001,411.73266250000006,411.9042517800001,411.9087807000001,411.94936108,411.95440770000005,412.36383188000013,s,1,0.4026421000000937,402.6421000000937,411.95440770000005,412.36383188000013,412.3754857000001,413.86946728,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,413.8736606,414.16947247999997,414.39499580000006,414.41147688,414.41525260000003,414.45327027999997,414.4585777,415.24399038,s,1,0.7703196000002208,770.3196000002208,414.4585777,415.24399038,415.25623470000005,417.20288918000006,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,417.20837800000004,417.50278358000014,417.5251674000001,417.54126338000015,417.5428342,417.5798915800001,417.5816204,418.3624227800001,d,0,0.7671298999998726,767.1298999998726,417.5816204,418.3624227800001,418.3689194000001,419.46111098000006,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,419.4644469,419.76121667999996,419.78260290000003,419.91282737999995,419.91635270000006,419.95405528000015,419.9571667,420.33528137999997,d,1,0.36761380000007193,367.61380000007193,419.9571667,420.33528137999997,420.3458499000001,422.17796278000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,422.18329070000004,422.47787977999997,422.7266499,422.74385757999994,422.7446033000001,422.7804627800001,422.7805548000001,423.30246837999994,d,1,0.5122592000000168,512.2592000000168,422.7805548000001,423.30246837999994,423.31068359999995,424.5946644800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,424.5989082000001,424.89455857999997,425.1017399,425.11874018000003,425.11961910000014,425.15396957999997,425.1542389000001,426.55018948,d,0,1.3863940999999613,1386.3940999999613,425.1542389000001,426.55018948,426.5549052000001,428.31138808000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,428.3157367000001,428.61133548,428.83940329999996,428.99486677999994,428.9991557999999,429.04031198000007,429.0454351000001,429.50074128000006,s,1,0.439310100000057,439.310100000057,429.0454351000001,429.50074128000006,429.50741360000006,430.56967237999993,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,430.57294279999996,430.86973007999995,431.0802596000001,431.25079518000007,431.25577870000006,431.29666098000007,431.3018092,431.77241447999995,d,1,0.4551586000000043,455.1586000000043,431.3018092,431.77241447999995,431.77950250000004,433.25320778000014,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,433.2590378,433.55320918000007,433.57823400000007,433.7130815800001,433.7159687999999,433.7543728800001,433.75734239999997,435.01709928000014,a,1,1.2476246000001083,1247.6246000001083,433.75734239999997,435.01709928000014,435.025267,436.02805698,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,436.0314988,436.32805497999993,436.34852509999996,436.47985988000005,436.48180189999994,436.52105398000003,436.52426590000005,437.15395278000005,d,1,0.616438799999969,616.438799999969,436.52426590000005,437.15395278000005,437.1623933000001,438.66992858000003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
